Kode Unit Motor,Tahun Kendaraan,Kilometer,Usia_Kendaraan,Kondisi_Oli,Kondisi_Rem,KM_Terakhir_Ganti_Oli,Bulan_Terakhir_Ganti_Oli,KM_Per_Tahun,Jumlah_Keluhan,Jns Service
7,2021,7765,1,0,0,1874,3,7765,0,1
5,2018,37211,4,0,1,101,1,9302,3,0
10,2021,228,0,1,0,180,12,228,2,0
3,2022,352,0,1,0,226,10,352,0,1
9,2021,0,0,2,0,0,7,0,1,1
4,2021,17887,2,1,2,1254,10,8943,3,0
6,2019,24205,2,1,2,5669,7,12102,2,0
13,2020,10702,1,0,0,1061,3,10702,1,1
8,2020,13017,1,0,0,1457,3,13017,0,1
3,2018,35358,6,1,1,1880,12,5893,3,0
13,2018,49071,5,0,1,1381,4,9814,2,0
4,2020,8941,1,1,0,4457,7,8941,1,1
6,2023,0,0,1,0,0,12,0,3,0
5,2019,20647,2,0,2,1716,2,10323,0,1
7,2023,5371,1,0,0,1041,4,5371,0,1
6,2020,22067,2,2,2,1625,6,11033,0,1
5,2019,13309,2,1,0,6033,11,6654,3,0
1,2022,209,0,1,0,207,12,209,3,0
13,2024,0,0,0,0,0,1,0,0,1
5,2022,7610,1,1,0,5111,11,7610,2,0
6,2021,0,0,0,0,0,4,0,0,1
5,2020,6895,1,2,0,3114,7,6895,1,1
4,2019,29657,4,1,1,3388,9,7414,4,0
4,2019,20319,2,2,2,3317,8,10159,1,0
11,2019,40527,5,1,1,3628,4,8105,0,1
6,2018,41979,5,2,1,2908,7,8395,4,0
9,2019,28036,3,1,1,7630,12,9345,3,0
6,2021,0,0,1,0,0,11,0,4,0
6,2019,23556,4,0,1,1894,2,5889,3,0
9,2018,52262,5,1,1,3539,10,10452,3,0
9,2021,23686,2,0,2,1059,2,11843,2,0
9,2021,14778,1,1,0,5631,12,14778,0,1
3,2021,0,0,0,0,0,5,0,1,1
13,2021,205,0,0,0,138,1,205,0,1
6,2020,8166,1,1,0,1318,10,8166,2,0
9,2021,30444,2,0,1,883,3,15222,3,0
5,2020,29290,3,1,1,1404,9,9763,3,0
6,2018,60531,5,2,1,2427,4,12106,4,0
6,2023,6646,1,1,0,1332,9,6646,3,0
2,2020,23421,4,0,1,826,2,5855,2,0
9,2018,53488,4,1,1,4559,11,13372,4,0
0,2019,29197,2,0,1,28,2,14598,3,0
9,2023,9772,1,1,0,2983,12,9772,4,0
9,2020,13800,1,1,0,6554,8,13800,0,1
1,2020,7995,1,2,0,886,8,7995,0,1
13,2018,30184,4,1,1,3073,9,7546,4,0
6,2020,35821,4,1,1,2241,9,8955,3,0
12,2023,0,0,0,0,0,4,0,0,1
1,2019,28472,4,1,1,1942,11,7118,3,0
9,2019,43761,5,0,1,583,2,8752,3,0
5,2020,7094,1,2,0,2720,3,7094,2,0
9,2020,33942,3,0,1,1907,5,11314,0,1
5,2019,15513,2,1,0,3351,10,7756,3,0
8,2023,14737,1,2,0,1944,8,14737,1,1
9,2019,39862,3,2,1,1450,8,13287,2,0
0,2020,49889,4,2,1,390,7,12472,3,0
7,2022,0,0,1,0,0,10,0,2,0
5,2021,25991,3,0,2,2048,3,8663,0,1
4,2023,477,0,2,0,11,7,477,0,1
5,2021,6845,1,1,0,4393,10,6845,2,0
3,2019,35029,4,1,1,8292,12,8757,4,0
3,2021,15144,3,1,2,5316,12,5048,3,0
5,2019,32384,5,1,1,5085,12,6476,4,0
11,2019,25766,2,1,2,3929,5,12883,4,0
12,2018,79627,6,0,1,1001,3,13271,2,0
13,2019,38645,3,2,1,2495,5,12881,3,0
8,2020,26059,3,0,2,314,1,8686,2,0
5,2021,0,0,1,0,0,9,0,3,0
7,2020,42963,4,1,1,5666,9,10740,4,0
0,2021,10550,1,1,0,4295,7,10550,2,0
12,2019,48907,3,1,1,7702,10,16302,3,0
13,2018,50521,4,2,1,630,6,12630,4,0
5,2018,23897,3,2,2,3494,4,7965,4,0
1,2021,7283,1,1,0,5045,10,7283,2,0
0,2023,7944,1,2,0,807,7,7944,0,1
12,2018,38132,5,2,1,3243,6,7626,4,0
9,2019,36776,4,1,1,7485,11,9194,3,0
1,2019,29002,3,1,1,8344,12,9667,3,0
9,2022,0,0,2,0,0,6,0,0,1
7,2021,18667,3,2,2,3494,6,6222,2,0
7,2020,7386,1,1,0,4762,6,7386,4,0
6,2023,0,0,2,0,0,8,0,2,0
6,2021,11277,1,1,0,8019,10,11277,3,0
0,2022,29899,2,1,1,1428,10,14949,3,0
13,2021,28406,2,1,1,4751,10,14203,4,0
1,2018,17783,3,1,2,4924,7,5927,2,0
11,2020,32574,4,0,1,1101,2,8143,2,0
7,2024,31,0,0,0,2,1,31,1,1
1,2019,9948,2,1,0,8934,12,4974,3,0
9,2022,0,0,0,0,0,5,0,0,1
6,2021,0,0,1,0,0,10,0,2,1
6,2020,10568,1,0,0,292,1,10568,0,1
0,2020,11307,1,1,0,3574,6,11307,3,0
0,2021,14084,1,1,0,5155,9,14084,4,0
0,2019,42389,3,0,1,400,3,14129,4,0
4,2018,23601,4,1,1,5301,10,5900,1,1
2,2020,9467,1,2,0,2258,8,9467,1,0
2,2018,34594,5,0,1,1033,5,6918,4,0
5,2019,15201,2,0,0,1749,2,7600,0,1
2,2018,28346,4,2,1,2074,8,7086,2,0
12,2018,59335,5,0,1,458,5,11867,2,0
1,2021,475,0,1,0,23,12,475,1,0
12,2023,9959,1,0,0,699,3,9959,0,1
7,2021,68,0,1,0,65,11,68,1,0
9,2019,80788,5,1,1,8037,10,16157,0,1
1,2020,29695,3,2,1,2644,5,9898,2,0
9,2021,15994,2,0,0,674,1,7997,1,1
4,2021,14043,2,2,0,2932,7,7021,0,1
12,2020,30413,2,0,1,1191,1,15206,3,0
8,2021,39598,3,1,1,6454,10,13199,4,0
12,2021,22130,3,0,2,1393,2,7376,4,0
7,2023,277,0,1,0,86,12,277,2,0
9,2021,21616,3,1,2,7462,10,7205,2,0
1,2018,19514,3,1,2,1114,10,6504,4,0
6,2019,36670,3,1,1,5463,7,12223,4,0
4,2024,478,0,1,0,443,9,478,4,0
9,2018,57621,5,0,1,1083,1,11524,3,0
10,2022,412,0,1,0,298,11,412,3,0
7,2021,0,0,1,0,0,11,0,2,0
4,2018,32192,6,0,1,823,5,5365,3,0
0,2018,45717,4,2,1,714,7,11429,1,0
0,2020,56889,4,1,1,5216,6,14222,4,0
7,2021,0,0,0,0,0,4,0,0,1
1,2020,7495,1,2,0,3407,5,7495,1,0
9,2020,14750,1,1,0,3587,7,14750,2,0
9,2023,233,0,1,0,203,10,233,0,1
9,2022,21884,2,2,2,3117,6,10942,0,1
5,2018,27971,4,0,1,1989,3,6992,2,0
10,2021,19075,2,1,2,5240,12,9537,3,0
1,2024,95,0,0,0,32,3,95,0,1
0,2021,45366,3,1,1,4648,11,15122,2,0
3,2020,29469,3,0,1,995,2,9823,0,1
0,2021,13955,1,1,0,1513,9,13955,0,1
0,2018,76130,5,2,1,3337,5,15226,4,0
13,2018,24217,3,1,2,3934,6,8072,3,0
7,2021,10029,1,1,0,6402,10,10029,3,0
6,2018,25954,4,2,1,3125,6,6488,1,1
5,2018,31425,3,1,1,7860,9,10475,3,0
13,2021,314,0,1,0,303,11,314,4,0
0,2021,438,0,1,0,400,9,438,1,1
11,2020,17079,2,0,2,566,2,8539,3,0
9,2019,28007,3,2,1,2575,4,9335,4,0
1,2018,51598,6,1,1,6119,10,8599,4,0
1,2022,0,0,2,0,0,8,0,2,0
10,2018,40327,5,1,1,4146,6,8065,1,1
13,2020,28199,3,0,1,1597,4,9399,3,0
6,2020,9973,1,0,0,1509,3,9973,0,1
6,2018,45416,5,2,1,866,6,9083,3,0
12,2023,11822,1,1,0,13,10,11822,0,1
10,2018,45564,5,1,1,3845,5,9112,3,0
7,2019,50332,5,0,1,1172,1,10066,3,0
0,2022,11490,1,1,0,2268,9,11490,3,0
6,2021,22136,2,2,2,2730,8,11068,2,0
4,2019,15293,3,2,2,2689,3,5097,3,0
9,2022,8823,1,1,0,3342,9,8823,1,1
9,2020,13717,1,0,0,415,1,13717,0,1
5,2021,158,0,2,0,51,7,158,0,1
9,2022,10908,1,2,0,1912,8,10908,3,0
1,2019,28444,3,0,1,708,3,9481,4,0
6,2021,6082,1,1,0,5021,7,6082,0,1
5,2018,20793,3,1,2,3741,6,6931,4,0
5,2018,35405,4,0,1,1275,1,8851,1,1
5,2023,5431,1,1,0,5154,6,5431,0,1
5,2018,31001,5,0,1,1122,1,6200,3,0
1,2024,0,0,0,0,0,4,0,0,1
9,2020,47523,4,1,1,3601,9,11880,3,0
6,2023,0,0,0,0,0,1,0,0,1
6,2023,0,0,2,0,0,6,0,1,1
4,2019,29661,3,2,1,613,7,9887,3,0
0,2020,55873,4,2,1,3369,4,13968,2,0
9,2018,59329,5,1,1,7194,12,11865,0,1
12,2019,38615,5,1,1,961,9,7723,4,0
5,2019,21181,2,1,2,9550,12,10590,3,0
7,2022,9393,1,2,0,843,6,9393,0,1
10,2019,13258,2,0,0,944,4,6629,0,1
13,2019,29317,4,1,1,1265,9,7329,2,0
1,2018,40580,4,1,1,2314,11,10145,3,0
6,2018,61239,6,0,1,24,1,10206,3,0
8,2018,46377,4,1,1,7736,11,11594,4,0
12,2021,278,0,2,0,9,6,278,1,0
2,2022,0,0,0,0,0,1,0,0,1
1,2019,15165,2,1,0,5050,7,7582,1,1
4,2019,19086,4,1,2,4999,8,4771,2,0
4,2021,0,0,2,0,0,7,0,1,0
0,2021,236,0,0,0,153,1,236,0,1
0,2022,12586,1,1,0,3898,5,12586,3,0
3,2018,58449,6,1,1,7280,12,9741,4,0
9,2019,33074,3,1,1,96,10,11024,3,0
13,2020,40644,3,1,1,5022,8,13548,2,0
5,2018,39718,5,0,1,753,4,7943,3,0
1,2021,26571,3,1,2,4316,8,8857,4,0
5,2019,30328,4,2,1,2340,4,7582,3,0
6,2023,10054,1,0,0,1876,4,10054,0,1
0,2020,21026,2,1,2,1243,12,10513,4,0
5,2023,97,0,0,0,73,3,97,0,1
7,2023,0,0,1,0,0,10,0,2,0
4,2018,21054,4,0,1,1191,5,5263,0,1
0,2018,73172,5,2,1,37,8,14634,3,0
13,2022,6094,1,1,0,4931,8,6094,2,0
6,2019,36976,3,0,1,1493,4,12325,0,1
9,2019,64026,4,1,1,4409,10,16006,4,0
5,2019,28818,3,1,1,5176,9,9606,2,0
12,2022,436,0,2,0,17,6,436,0,1
1,2023,89,0,2,0,71,7,89,0,1
10,2021,0,0,0,0,0,2,0,1,1
1,2019,10351,2,2,0,3430,4,5175,0,1
0,2018,81737,6,1,1,4048,6,13622,1,1
5,2022,0,0,1,0,0,9,0,2,0
13,2021,10643,1,2,0,2817,7,10643,0,1
5,2018,38161,6,1,1,7193,12,6360,4,0
12,2018,27427,3,2,2,2447,3,9142,2,0
8,2022,8538,1,0,0,194,3,8538,1,1
10,2020,20915,2,2,2,720,6,10457,1,1
1,2018,30687,3,1,1,8022,11,10229,4,0
1,2018,41238,6,1,1,7786,11,6873,2,0
7,2024,0,0,1,0,0,9,0,2,0
11,2022,26228,2,1,2,5864,8,13114,3,0
4,2018,31552,3,1,1,3834,6,10517,3,0
2,2020,18507,2,1,2,3530,6,9253,2,0
0,2020,13614,2,1,0,5173,9,6807,3,0
9,2022,306,0,2,0,183,7,306,0,1
0,2018,64931,5,1,1,7983,9,12986,2,0
7,2018,59815,6,0,1,873,1,9969,1,0
6,2020,46786,4,1,1,3478,11,11696,3,0
1,2022,91,0,0,0,40,2,91,0,1
6,2018,44250,6,1,1,2990,11,7375,4,0
13,2018,47794,4,2,1,876,7,11948,2,0
1,2022,17312,2,2,2,324,7,8656,0,1
4,2021,0,0,0,0,0,4,0,0,1
13,2021,33233,3,2,1,2402,6,11077,3,0
1,2019,11829,2,1,0,3340,9,5914,3,0
0,2023,0,0,2,0,0,8,0,0,1
6,2019,38795,5,1,1,5852,12,7759,3,0
9,2024,60,0,0,0,3,2,60,0,1
6,2018,43296,5,1,1,5605,9,8659,3,0
9,2020,10066,1,0,0,418,2,10066,0,1
10,2020,13495,1,1,0,4920,8,13495,3,0
12,2019,24584,3,1,2,6373,10,8194,2,0
8,2022,0,0,0,0,0,4,0,0,1
0,2022,8857,1,1,0,7479,11,8857,3,0
11,2018,30655,5,1,1,3706,9,6131,4,0
2,2018,32466,5,1,1,3753,7,6493,1,1
4,2022,23,0,1,0,11,12,23,0,1
11,2018,38316,3,1,1,5202,12,12772,2,0
6,2020,17206,2,2,2,1023,6,8603,0,1
8,2021,434,0,0,0,384,2,434,0,1
1,2022,351,0,0,0,281,1,351,0,1
8,2022,201,0,0,0,67,2,201,0,1
12,2018,54578,4,0,1,830,2,13644,0,1
4,2018,51756,6,0,1,514,1,8626,3,0
4,2021,19667,2,0,2,922,4,9833,0,1
9,2021,0,0,0,0,0,5,0,0,1
2,2018,22765,3,1,2,8781,12,7588,2,0
0,2019,27875,2,0,2,1010,1,13937,1,0
4,2021,8692,1,0,0,482,3,8692,0,1
9,2018,24414,3,1,2,6541,7,8138,4,0
0,2019,23256,3,0,2,71,3,7752,0,1
11,2021,210,0,1,0,63,11,210,1,0
4,2020,11670,2,1,0,4306,9,5835,4,0
9,2020,24516,2,2,2,280,6,12258,0,1
13,2022,0,0,0,0,0,5,0,0,1
2,2022,9174,1,1,0,8568,11,9174,2,0
5,2021,19018,3,1,2,3543,12,6339,3,0
5,2019,12914,2,1,0,3835,7,6457,0,1
7,2020,16182,2,2,2,2525,3,8091,2,0
0,2022,107,0,1,0,93,10,107,0,1
0,2018,37176,5,1,1,9138,11,7435,1,0
7,2019,23606,4,1,1,4892,7,5901,3,0
9,2022,14149,1,2,0,2329,3,14149,0,1
6,2019,20523,3,2,2,3144,4,6841,0,1
3,2024,76,0,0,0,58,2,76,0,1
9,2022,18247,2,0,2,341,4,9123,0,1
12,2020,21059,2,0,2,2153,3,10529,3,0
6,2024,263,0,0,0,58,3,263,0,1
5,2021,7645,1,1,0,4691,7,7645,4,0
9,2018,83092,6,1,1,3049,10,13848,4,0
0,2018,34710,3,0,1,1416,2,11570,3,0
4,2018,42193,5,2,1,2607,7,8438,2,0
0,2020,7291,1,1,0,1837,11,7291,2,0
6,2021,0,0,0,0,0,1,0,0,1
12,2019,28959,2,0,1,1419,2,14479,3,0
11,2021,28436,3,1,1,6089,10,9478,3,0
3,2020,12432,2,2,0,1530,6,6216,1,0
4,2019,17639,3,1,2,8984,11,5879,4,0
3,2021,15341,2,1,0,1461,11,7670,3,0
6,2021,14597,2,2,0,1157,8,7298,3,0
12,2019,15625,2,2,0,959,6,7812,1,0
6,2023,5754,1,1,0,1922,12,5754,2,0
12,2021,23359,2,1,2,283,11,11679,3,0
0,2019,35452,3,1,1,3947,6,11817,4,0
4,2021,25152,3,1,2,6073,9,8384,3,0
5,2022,0,0,1,0,0,11,0,3,0
0,2023,6615,1,2,0,3348,4,6615,4,0
6,2019,50011,4,0,1,1000,2,12502,0,1
10,2020,38331,3,2,1,3309,8,12777,3,0
2,2022,10673,2,0,0,280,2,5336,0,1
4,2023,0,0,2,0,0,6,0,0,1
1,2021,368,0,2,0,259,7,368,2,0
5,2021,0,0,1,0,0,10,0,3,0
5,2020,13385,2,1,0,2359,12,6692,3,0
10,2022,0,0,1,0,0,11,0,1,1
1,2021,9180,1,2,0,1867,6,9180,0,1
6,2018,71373,6,0,1,1670,2,11895,2,0
12,2021,25174,2,1,2,5500,7,12587,1,1
9,2018,44530,4,1,1,2129,9,11132,3,0
0,2019,44790,5,2,1,3151,5,8958,4,0
13,2020,9279,1,2,0,750,6,9279,4,0
8,2021,0,0,0,0,0,1,0,1,1
2,2022,11624,2,1,0,6232,11,5812,2,0
1,2022,12040,2,1,0,6511,12,6020,2,0
3,2020,20758,2,1,2,5864,11,10379,3,0
9,2023,377,0,1,0,302,9,377,2,0
10,2022,21558,2,1,2,2093,9,10779,4,0
7,2021,9532,1,2,0,1706,8,9532,0,1
1,2022,5938,1,1,0,1519,11,5938,1,1
1,2018,57791,6,1,1,5577,9,9631,4,0
9,2023,397,0,2,0,305,7,397,2,0
9,2019,28220,2,0,1,696,1,14110,2,0
0,2022,22399,2,0,2,1485,5,11199,0,1
7,2021,12379,2,1,0,3328,10,6189,2,0
6,2018,25238,4,2,1,222,7,6309,3,0
10,2019,37275,4,0,1,152,1,9318,4,0
4,2021,322,0,2,0,194,7,322,0,1
5,2023,198,0,0,0,60,1,198,0,1
9,2018,91208,6,0,1,459,1,15201,3,0
0,2021,14624,1,1,0,6797,12,14624,2,0
1,2023,10404,1,1,0,5554,9,10404,4,0
4,2022,8381,1,1,0,5159,11,8381,0,1
4,2020,4398,1,2,0,3028,6,4398,0,1
12,2018,37031,3,1,1,1315,12,12343,4,0
0,2018,54064,4,0,1,483,4,13516,3,0
4,2018,58191,6,2,1,83,6,9698,2,0
0,2022,0,0,1,0,0,12,0,2,0
4,2020,41546,4,1,1,3989,5,10386,4,0
10,2022,9717,1,0,0,618,4,9717,1,1
6,2020,22421,3,2,2,676,6,7473,2,0
4,2018,32106,6,0,1,794,1,5351,1,1
0,2018,44569,6,1,1,6714,10,7428,2,0
7,2019,9872,2,1,0,3840,4,4936,4,0
1,2022,16568,2,2,2,2889,4,8284,3,0
0,2019,50851,4,1,1,8082,12,12712,0,1
3,2020,6319,1,1,0,1590,11,6319,4,0
11,2023,10628,1,2,0,1944,7,10628,0,1
5,2022,21681,2,1,2,6757,9,10840,2,0
5,2020,19428,2,1,2,6938,10,9714,3,0
4,2021,10738,1,0,0,1048,1,10738,0,1
9,2019,46425,4,0,1,1081,4,11606,0,1
9,2021,14162,1,0,0,1024,5,14162,0,1
13,2018,37407,3,2,1,1738,6,12469,2,0
7,2018,25986,4,0,1,892,5,6496,3,0
0,2018,30200,3,0,1,1332,4,10066,0,1
0,2019,43369,4,1,1,2157,12,10842,4,0
5,2021,24717,3,1,2,7817,12,8239,2,0
0,2020,7346,1,0,0,327,2,7346,1,1
6,2021,338,0,0,0,68,4,338,0,1
7,2018,30880,3,1,1,2084,12,10293,3,0
5,2020,35892,4,2,1,1288,6,8973,4,0
9,2023,11937,1,0,0,1987,3,11937,0,1
1,2020,21697,2,1,2,1969,10,10848,2,0
7,2020,8207,1,0,0,2076,2,8207,0,1
4,2021,27542,3,2,2,1197,7,9180,2,0
2,2018,31590,3,1,1,5714,10,10530,3,0
9,2020,45146,4,1,1,4473,9,11286,2,0
8,2021,15526,2,1,0,6316,9,7763,2,0
6,2021,36365,3,2,1,894,6,12121,4,0
4,2018,25200,5,1,1,1768,12,5040,4,0
7,2020,18127,2,1,2,2080,10,9063,2,0
1,2018,60178,6,0,1,546,3,10029,4,0
6,2018,29190,4,2,1,1766,7,7297,3,0
13,2019,26542,2,2,2,1907,6,13271,1,0
4,2019,26573,4,0,1,798,3,6643,3,0
6,2019,60118,5,2,1,2145,8,12023,2,0
5,2020,22242,4,2,1,903,6,5560,4,0
6,2019,15151,2,0,0,1766,4,7575,0,1
11,2024,261,0,2,0,180,7,261,1,0
6,2018,40390,4,2,1,726,7,10097,4,0
8,2021,27510,3,1,2,4308,10,9170,3,0
7,2022,6936,1,1,0,5909,7,6936,4,0
7,2021,9573,1,0,0,528,2,9573,0,1
10,2020,54236,4,1,1,3247,10,13559,4,0
7,2019,34689,5,1,1,7325,11,6937,4,0
11,2021,0,0,2,0,0,6,0,3,0
11,2023,6299,1,0,0,1058,2,6299,0,1
6,2021,220,0,0,0,87,2,220,0,1
3,2020,15996,2,2,0,908,8,7998,1,0
8,2018,38888,3,2,1,2783,4,12962,3,0
9,2019,38337,3,0,1,520,2,12779,1,0
6,2019,42024,5,0,1,968,1,8404,0,1
9,2018,55300,4,0,1,1376,4,13825,2,0
9,2019,37606,3,1,1,3718,12,12535,3,0
10,2024,251,0,0,0,144,5,251,2,0
12,2024,0,0,2,0,0,6,0,3,0
0,2021,10244,1,1,0,4239,10,10244,2,0
6,2021,387,0,1,0,193,11,387,2,0
4,2022,8437,1,1,0,2355,11,8437,4,0
5,2022,0,0,1,0,0,10,0,2,0
12,2023,7957,1,1,0,3129,11,7957,3,0
12,2023,130,0,1,0,18,9,130,1,1
10,2022,417,0,2,0,229,7,417,4,0
6,2019,44426,5,1,1,1682,10,8885,3,0
0,2024,58,0,2,0,31,6,58,2,0
1,2020,11149,2,1,0,8685,11,5574,0,1
6,2021,15291,2,1,0,4254,6,7645,3,0
9,2022,8180,1,1,0,4243,6,8180,4,0
6,2019,29713,4,1,1,6369,11,7428,3,0
9,2020,11972,1,0,0,373,5,11972,0,1
7,2022,9113,1,1,0,3028,9,9113,2,0
5,2020,15671,2,1,0,4554,7,7835,1,0
13,2020,25794,3,1,2,6033,11,8598,2,0
13,2018,72164,5,0,1,837,3,14432,3,0
1,2019,35980,4,1,1,4131,12,8995,2,0
1,2018,52435,5,1,1,636,11,10487,0,1
9,2022,13749,1,1,0,1198,9,13749,2,0
1,2019,23616,3,1,2,802,12,7872,3,0
7,2020,15069,2,1,0,1431,9,7534,4,0
9,2020,17025,2,0,2,581,1,8512,1,1
7,2021,6796,1,1,0,6411,9,6796,1,1
6,2024,0,0,0,0,0,4,0,0,1
2,2022,154,0,0,0,123,1,154,0,1
9,2021,12304,1,1,0,7031,9,12304,3,0
4,2022,8754,1,0,0,1662,2,8754,1,1
12,2022,8334,1,1,0,4762,11,8334,3,0
1,2018,25904,3,2,2,2801,4,8634,3,0
1,2020,40949,4,0,1,1184,3,10237,4,0
4,2020,20781,4,0,1,38,3,5195,2,0
8,2022,7525,1,2,0,2372,8,7525,0,1
7,2018,48875,6,2,1,2701,6,8145,3,0
6,2021,338,0,1,0,302,9,338,3,0
9,2024,8,0,1,0,4,11,8,4,0
13,2024,0,0,1,0,0,11,0,4,0
7,2020,23705,4,2,1,1220,7,5926,3,0
1,2022,6215,1,1,0,784,11,6215,3,0
5,2021,0,0,2,0,0,6,0,0,1
9,2019,25885,2,0,2,871,4,12942,0,1
2,2019,20496,4,1,1,89,9,5124,3,0
1,2021,10384,1,1,0,6690,10,10384,2,0
3,2024,0,0,0,0,0,2,0,0,1
8,2021,433,0,2,0,339,8,433,4,0
12,2020,26552,2,2,2,3231,4,13276,3,0
1,2019,26401,3,1,2,5035,7,8800,3,0
0,2019,51957,5,0,1,1865,3,10391,2,0
9,2018,55462,4,1,1,4020,7,13865,4,0
13,2019,25700,2,1,2,4680,12,12850,2,0
13,2018,39220,6,0,1,897,4,6536,3,0
9,2020,14535,1,1,0,7289,9,14535,3,0
2,2018,41520,4,2,1,1771,6,10380,3,0
8,2022,17773,2,0,2,1482,4,8886,4,0
3,2022,11644,2,2,0,2295,8,5822,0,1
7,2019,19865,4,1,2,2241,12,4966,2,0
4,2020,17282,2,0,2,1883,4,8641,0,1
5,2019,21673,2,1,2,3542,8,10836,3,0
3,2020,17799,2,1,2,2925,9,8899,3,0
4,2020,18696,2,1,2,5428,6,9348,3,0
5,2019,16236,3,1,2,7612,9,5412,3,0
10,2020,48429,4,1,1,4126,10,12107,3,0
5,2019,16307,3,0,2,705,1,5435,1,1
3,2018,15962,3,0,2,716,1,5320,0,1
4,2022,20754,2,0,2,158,1,10377,1,1
9,2022,92,0,0,0,4,5,92,0,1
0,2021,13522,1,0,0,885,5,13522,0,1
0,2018,84988,6,1,1,4742,11,14164,2,0
11,2018,27079,4,1,1,4205,10,6769,4,0
13,2022,11333,1,2,0,3297,4,11333,2,0
9,2019,19066,2,0,2,1982,3,9533,0,1
7,2022,19885,2,0,2,787,2,9942,2,0
6,2020,6212,1,1,0,657,9,6212,3,0
6,2019,29147,3,0,1,1667,4,9715,0,1
6,2021,495,0,0,0,11,3,495,0,1
5,2022,5353,1,0,0,207,3,5353,2,0
5,2018,56590,6,0,1,1626,3,9431,2,1
9,2020,9712,1,1,0,5457,8,9712,2,0
6,2022,14680,2,2,0,3033,5,7340,3,0
5,2020,28920,4,1,1,7057,12,7230,2,0
1,2018,47973,5,1,1,5721,8,9594,2,0
0,2019,30239,2,1,1,4066,5,15119,3,0
4,2020,10160,1,1,0,3962,6,10160,2,0
10,2021,25728,2,1,2,4181,11,12864,3,0
5,2021,14461,3,2,2,2324,7,4820,0,1
4,2021,0,0,2,0,0,7,0,0,1
8,2022,98,0,0,0,46,4,98,0,1
6,2023,6930,1,1,0,4043,6,6930,3,0
13,2020,7940,1,1,0,200,11,7940,2,0
7,2021,215,0,1,0,125,12,215,2,0
13,2020,20517,2,1,2,5121,6,10258,3,0
2,2023,0,0,0,0,0,3,0,0,1
5,2018,52806,5,2,1,2132,8,10561,2,0
1,2022,6781,1,1,0,3888,7,6781,3,0
4,2022,18414,2,2,2,1937,6,9207,0,1
0,2023,0,0,0,0,0,2,0,1,1
9,2021,115,0,0,0,3,3,115,0,1
9,2020,51771,4,1,1,2027,10,12942,3,0
6,2019,46067,4,0,1,686,4,11516,3,0
6,2022,470,0,0,0,256,4,470,0,1
1,2022,0,0,0,0,0,3,0,0,1
0,2021,21593,3,1,2,2241,11,7197,3,0
1,2020,7502,1,0,0,1563,2,7502,0,1
12,2022,7987,1,1,0,5131,11,7987,2,0
9,2020,9302,1,1,0,3627,6,9302,4,0
0,2021,23939,2,2,2,2168,7,11969,1,0
6,2018,28634,5,1,1,3746,7,5726,4,0
10,2019,18872,2,1,2,1735,12,9436,4,0
12,2022,0,0,2,0,0,6,0,1,1
5,2020,21617,2,1,2,3852,7,10808,3,0
7,2019,19881,4,0,2,844,2,4970,2,0
10,2019,33946,4,1,1,3833,9,8486,3,0
9,2018,39840,3,1,1,1708,10,13280,4,0
9,2019,29178,2,1,1,7089,11,14589,2,0
9,2020,10794,1,1,0,2621,12,10794,3,0
6,2020,31632,3,1,1,6667,11,10544,4,0
8,2019,19528,2,1,2,1846,12,9764,1,1
1,2020,27999,3,1,2,4855,7,9333,4,0
1,2020,23659,4,0,1,1070,5,5914,4,0
1,2021,28102,3,0,1,737,2,9367,0,1
6,2020,11943,1,1,0,4728,12,11943,3,0
9,2019,64054,5,0,1,1836,3,12810,0,1
0,2018,49022,4,1,1,6996,10,12255,3,0
2,2022,0,0,0,0,0,1,0,0,1
3,2021,17995,2,2,2,1232,6,8997,1,1
7,2020,17122,2,1,2,3760,8,8561,3,0
0,2023,183,0,2,0,128,7,183,0,1
9,2018,22863,3,2,2,841,6,7621,0,1
10,2024,0,0,2,0,0,8,0,2,0
1,2019,34157,5,1,1,2971,10,6831,4,0
9,2023,13568,1,2,0,2900,7,13568,0,1
5,2021,15530,2,2,0,1761,8,7765,0,1
6,2020,28867,3,1,1,3541,5,9622,3,0
4,2020,14365,2,0,0,182,4,7182,0,1
10,2021,0,0,2,0,0,7,0,1,0
9,2024,0,0,1,0,0,12,0,2,0
4,2018,20588,4,2,1,1542,8,5147,1,0
1,2021,15797,2,1,0,3538,6,7898,4,0
7,2020,14666,2,1,0,7869,9,7333,2,0
11,2024,0,0,0,0,0,4,0,0,1
13,2021,24197,2,1,2,4750,9,12098,2,0
4,2018,38845,4,0,1,770,2,9711,3,0
7,2021,14362,2,1,0,4876,8,7181,2,0
0,2021,462,0,2,0,307,7,462,1,1
6,2018,30864,3,2,1,3324,7,10288,2,0
8,2023,10842,1,0,0,1338,2,10842,0,1
13,2023,8083,1,2,0,1738,8,8083,3,0
12,2020,33218,3,0,1,2163,3,11072,2,0
0,2020,29231,3,1,1,5535,7,9743,4,0
4,2021,11556,2,1,0,5812,9,5778,4,0
5,2020,18484,3,1,2,7276,10,6161,2,0
5,2020,10808,1,1,0,5253,7,10808,2,0
0,2020,60935,4,1,1,5539,10,15233,2,0
6,2022,0,0,0,0,0,1,0,0,1
6,2022,337,0,2,0,173,8,337,3,0
9,2021,395,0,2,0,20,7,395,0,1
6,2018,42373,4,1,1,8014,12,10593,4,0
