Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun
01-06-2021,FJB/9161/SBY/PL/9552,SBY8516673,MIO,2018,30134,Repair,Baik,Perlu Penggantian,1,669,3,4,10044
01-06-2021,FJB/6003/SBY/PL/1939,SBY9449377,ALL-NEW-AEROX,2021,0,Rutin,Perlu Ganti,Baik,8,0,0,0,0
01-06-2021,FJB/7775/SBY/PL/7822,SBY8041134,FILANO-NEO,2018,16898,Repair,Kritis,Perlu Penyetelan,11,3562,3,2,5632
01-06-2021,FJB/9403/SBY/PL/7755,SBY4823835,MIO,2018,26686,Kupon Gratis I (DUA),Perlu Ganti,Perlu Penyetelan,4,2791,3,1,8895
02-06-2021,FJB/7855/SBY/PL/6077,SBY3681874,FREE-GO-S,2019,12938,Repair,Kritis,Baik,9,1569,2,2,6469
02-06-2021,FJB/9477/SBY/PL/5204,SBY6991104,X-MAX-CONNEC,2019,31749,Repair,Baik,Perlu Penggantian,1,645,2,1,15874
02-06-2021,FJB/2410/SBY/PL/2432,SBY3632922,MIO,2019,16774,Repair,Kritis,Perlu Penyetelan,10,3244,2,2,8387
02-06-2021,FJB/4929/SBY/PL/6198,SBY9693541,LEXI,2020,7767,Repair,Perlu Ganti,Baik,5,3107,1,4,7767
03-06-2021,FJB/6822/SBY/PL/1245,SBY9928605,ALL-NEW-NMAX,2019,18866,Repair,Kritis,Perlu Penyetelan,8,4295,2,4,9433
03-06-2021,FJB/7260/SBY/PL/9068,SBY4935100,ALL-NEW-AEROX,2019,30239,Repair,Kritis,Perlu Penggantian,5,4066,2,3,15119
03-06-2021,FJB/5747/SBY/PL/5061,SBY4363064,NMAX-NEO-S,2021,0,Rutin,Baik,Baik,1,0,0,0,0
03-06-2021,FJB/9344/SBY/PL/1694,SBY6999650,LEXI,2020,6113,Repair,Kritis,Baik,6,5122,1,2,6113
03-06-2021,FJB/5724/SBY/PL/7660,SBY1041305,FREE-GO-S,2020,9682,Rutin,Perlu Ganti,Baik,4,3030,1,1,9682
03-06-2021,FJB/5326/SBY/PL/1993,SBY8731720,MIO-M3 125,2018,25200,Rutin,Perlu Ganti,Perlu Penyetelan,7,2070,3,0,8400
03-06-2021,FJB/1808/SBY/PL/5828,SBY4101855,MIO,2021,366,Rutin,Baik,Baik,5,360,0,0,366
03-06-2021,FJB/6203/SBY/PL/4459,SBY9988545,MIO,2020,9243,Rutin,Perlu Ganti,Baik,8,3203,1,0,9243
04-06-2021,FJB/7249/SBY/PL/2065,SBY1277577,XSR 155,2019,23382,Rutin,Baik,Perlu Penyetelan,2,1582,2,0,11691
04-06-2021,FJB/5804/SBY/PL/2338,SBY1893728,LEXI,2018,32448,Repair,Baik,Perlu Penggantian,2,998,3,2,10816
04-06-2021,FJB/1595/SBY/PL/1579,SBY7582646,NMAX-NEO-S,2019,31672,Repair,Baik,Perlu Penggantian,2,2077,2,2,15836
04-06-2021,FJB/7264/SBY/PL/6531,SBY2336730,MIO,2021,0,Kupon Gratis I (DUA),Baik,Baik,1,0,0,0,0
04-06-2021,FJB/3840/SBY/PL/8087,SBY4780077,ALL-NEW-NMAX,2018,25637,Rutin,Baik,Perlu Penyetelan,1,416,3,0,8545
04-06-2021,FJB/2510/SBY/PL/6525,SBY9352343,MT-15,2021,0,Repair,Perlu Ganti,Baik,7,0,0,3,0
04-06-2021,FJB/1286/SBY/PL/5938,SBY8545317,ALL-NEW-NMAX,2018,22571,Rutin,Kritis,Perlu Penyetelan,8,5937,3,1,7523
05-06-2021,FJB/5150/SBY/PL/2951,SBY9581325,MIO-M3 125,2018,16388,Repair,Kritis,Perlu Penyetelan,5,4437,3,3,5462
05-06-2021,FJB/6588/SBY/PL/9492,SBY5490738,ALL-NEW-AEROX,2019,17658,Repair,Kritis,Perlu Penyetelan,6,4345,2,3,8829
05-06-2021,FJB/8013/SBY/PL/8567,SBY9515641,MIO-M3 125,2020,9365,Rutin,Kritis,Baik,12,7170,1,0,9365
05-06-2021,FJB/9336/SBY/PL/1469,SBY9409161,MIO,2019,23959,Repair,Kritis,Perlu Penyetelan,11,5875,2,2,11979
05-06-2021,FJB/4666/SBY/PL/4739,SBY2238046,FREE-GO-S,2018,25723,Rutin,Perlu Ganti,Perlu Penyetelan,7,3136,3,0,8574
06-06-2021,FJB/8300/SBY/PL/3333,SBY9967489,FREE-GO-S,2021,367,Rutin,Kritis,Baik,12,152,0,0,367
06-06-2021,FJB/4151/SBY/PL/5586,SBY9583620,ALL-NEW-NMAX,2020,10086,Repair,Baik,Baik,1,274,1,2,10086
06-06-2021,FJB/9165/SBY/PL/8108,SBY2235091,MIO,2020,7744,Rutin,Baik,Baik,2,1771,1,1,7744
06-06-2021,FJB/1998/SBY/PL/2312,SBY7754769,FILANO-NEO,2020,10341,Repair,Baik,Baik,1,1129,1,2,10341
06-06-2021,FJB/3531/SBY/PL/3036,SBY6250134,MIO,2019,24205,Repair,Kritis,Perlu Penyetelan,7,5669,2,2,12102
06-06-2021,FJB/3428/SBY/PL/1052,SBY2589032,ALL-NEW-AEROX,2019,25407,Rutin,Baik,Perlu Penyetelan,2,259,2,0,12703
07-06-2021,FJB/8261/SBY/PL/4891,SBY2505918,NMAX-NEO-S,2020,13485,Repair,Kritis,Baik,10,3870,1,3,13485
07-06-2021,FJB/8632/SBY/PL/8453,SBY2371585,FREE-GO-S,2019,13005,Repair,Kritis,Baik,5,4147,2,4,6502
07-06-2021,FJB/4907/SBY/PL/3768,SBY4811565,XSR 155,2020,13215,Repair,Kritis,Baik,7,3812,1,1,13215
08-06-2021,FJB/5728/SBY/PL/4971,SBY6219909,MIO-M3 125,2020,9285,Rutin,Kritis,Baik,10,490,1,1,9285
08-06-2021,FJB/7547/SBY/PL/6713,SBY1839710,NMAX-NEO-S,2019,30827,Rutin,Baik,Perlu Penggantian,2,1670,2,0,15413
08-06-2021,FJB/6158/SBY/PL/7494,SBY2267209,MIO-M3 125,2020,7906,Repair,Perlu Ganti,Baik,4,2719,1,2,7906
08-06-2021,FJB/9574/SBY/PL/9496,SBY9259060,ALL-NEW-AEROX,2020,9712,Rutin,Baik,Baik,5,1974,1,1,9712
08-06-2021,FJB/4725/SBY/PL/5467,SBY8247060,X-MAX-CONNEC,2018,22348,Repair,Kritis,Perlu Penyetelan,10,4691,3,3,7449
08-06-2021,FJB/8523/SBY/PL/4286,SBY9154832,ALL-NEW-NMAX,2020,8061,Rutin,Kritis,Baik,10,2331,1,1,8061
08-06-2021,FJB/1181/SBY/PL/6248,SBY2398197,XSR 155,2021,0,Repair,Perlu Ganti,Baik,8,0,0,3,0
08-06-2021,FJB/2915/SBY/PL/2113,SBY5733243,NMAX-NEO-S,2019,28220,Rutin,Baik,Perlu Penggantian,3,1401,2,1,14110
08-06-2021,FJB/3512/SBY/PL/8415,SBY7945323,NMAX-NEO-S,2019,23462,Repair,Baik,Perlu Penyetelan,4,302,2,3,11731
08-06-2021,FJB/2482/SBY/PL/9549,SBY2418186,R15,2020,13292,Kupon Gratis II (TIGA),Baik,Baik,5,849,1,0,13292
09-06-2021,FJB/9937/SBY/PL/1227,SBY7027720,NMAX-NEO-S,2019,25267,Repair,Baik,Perlu Penyetelan,2,488,2,2,12633
09-06-2021,FJB/8428/SBY/PL/4089,SBY9781073,NMAX-NEO-S,2019,14521,Repair,Baik,Baik,2,461,2,1,7260
09-06-2021,FJB/7827/SBY/PL/5942,SBY3625553,LEXI,2020,8229,Rutin,Perlu Ganti,Baik,4,2208,1,1,8229
10-06-2021,FJB/5130/SBY/PL/9336,SBY3326896,MIO,2020,9197,Kupon Gratis I (DUA),Perlu Ganti,Baik,5,2978,1,0,9197
10-06-2021,FJB/7558/SBY/PL/5611,SBY5610678,XSR 155,2019,27268,Repair,Kritis,Perlu Penyetelan,9,5138,2,4,13634
10-06-2021,FJB/8937/SBY/PL/9387,SBY6261879,X-MAX-CONNEC,2020,9908,Jual Part,Kritis,Baik,9,5938,1,0,9908
10-06-2021,FJB/4260/SBY/PL/1031,SBY8875304,LEXI,2018,20357,Repair,Perlu Ganti,Perlu Penyetelan,5,3245,3,2,6785
10-06-2021,FJB/9322/SBY/PL/5982,SBY7240301,MIO-M3 125,2019,21197,Repair,Kritis,Perlu Penyetelan,10,5794,2,4,10598
10-06-2021,FJB/4361/SBY/PL/7409,SBY7129520,X-MAX-CONNEC,2020,11725,Kupon Gratis II (TIGA),Baik,Baik,3,576,1,0,11725
10-06-2021,FJB/4390/SBY/PL/6295,SBY3247338,ALL-NEW-NMAX,2020,6937,Rutin,Kritis,Baik,8,5724,1,1,6937
10-06-2021,FJB/8833/SBY/PL/3582,SBY6478294,R15,2021,0,Kupon Gratis I (DUA),Baik,Baik,3,0,0,0,0
11-06-2021,FJB/5970/SBY/PL/2215,SBY5437633,X-MAX-CONNEC,2019,17209,Kupon Gratis II (TIGA),Baik,Perlu Penyetelan,1,797,2,0,8604
11-06-2021,FJB/8147/SBY/PL/9852,SBY1817866,FREE-GO-S,2020,6906,Rutin,Perlu Ganti,Baik,8,1087,1,0,6906
11-06-2021,FJB/5890/SBY/PL/9402,SBY2884987,MT-15,2020,10737,Repair,Perlu Ganti,Baik,7,1637,1,1,10737
11-06-2021,FJB/6559/SBY/PL/7127,SBY1335579,ALL-NEW-NMAX,2020,6790,Rutin,Baik,Baik,3,830,1,0,6790
12-06-2021,FJB/8363/SBY/PL/2320,SBY9747298,MIO-M3 125,2020,8314,Repair,Perlu Ganti,Baik,8,2689,1,2,8314
12-06-2021,FJB/3648/SBY/PL/1360,SBY5982530,FREE-GO-S,2019,11477,Rutin,Baik,Baik,2,881,2,1,5738
12-06-2021,FJB/7191/SBY/PL/5748,SBY4897688,FREE-GO-S,2018,19417,Repair,Baik,Perlu Penyetelan,3,860,3,3,6472
12-06-2021,FJB/8414/SBY/PL/7836,SBY6985867,FILANO-NEO,2021,0,Rutin,Baik,Baik,5,0,0,1,0
12-06-2021,FJB/9840/SBY/PL/9491,SBY7259712,NMAX-NEO-S,2019,25260,Kupon Gratis I (DUA),Baik,Perlu Penyetelan,4,1159,2,1,12630
12-06-2021,FJB/6962/SBY/PL/6550,SBY5930046,NMAX-NEO-S,2020,7690,Repair,Perlu Ganti,Baik,4,2712,1,2,7690
12-06-2021,FJB/1482/SBY/PL/9948,SBY6317322,FAZZIO-NEO-HY,2021,0,Rutin,Kritis,Baik,9,0,0,1,0
12-06-2021,FJB/4348/SBY/PL/8340,SBY7500074,MIO-M3 125,2021,68,Repair,Kritis,Baik,11,65,0,1,68
12-06-2021,FJB/6453/SBY/PL/3125,SBY2905957,LEXI,2021,0,Repair,Kritis,Baik,10,0,0,2,0
12-06-2021,FJB/2834/SBY/PL/8214,SBY2197576,FILANO-NEO,2019,10326,Repair,Kritis,Baik,10,8289,2,4,5163
12-06-2021,FJB/3390/SBY/PL/9716,SBY8008913,VIXION,2021,0,Rutin,Baik,Baik,4,0,0,0,0
13-06-2021,FJB/2947/SBY/PL/8342,SBY4915846,FILANO-NEO,2019,19915,Rutin,Baik,Perlu Penyetelan,5,2137,2,0,9957
13-06-2021,FJB/1419/SBY/PL/8524,SBY3042694,FAZZIO-NEO-HY,2019,20073,Repair,Kritis,Perlu Penyetelan,9,4195,2,2,10036
13-06-2021,FJB/9717/SBY/PL/5955,SBY9134903,MT-15,2020,7587,Repair,Kritis,Baik,12,3978,1,3,7587
13-06-2021,FJB/6250/SBY/PL/6174,SBY4391289,NMAX-NEO-S,2021,67,Repair,Kritis,Baik,12,28,0,3,67
13-06-2021,FJB/5253/SBY/PL/1208,SBY8347268,MIO,2019,20584,Repair,Baik,Perlu Penyetelan,3,1559,2,2,10292
14-06-2021,FJB/8442/SBY/PL/1649,SBY5525928,FAZZIO-NEO-HY,2019,18916,Repair,Kritis,Perlu Penyetelan,12,7407,2,2,9458
14-06-2021,FJB/9576/SBY/PL/5145,SBY3070348,LEXI,2019,16238,Repair,Kritis,Perlu Penyetelan,7,4063,2,2,8119
14-06-2021,FJB/6660/SBY/PL/6876,SBY4957330,FILANO-NEO,2020,9926,Rutin,Perlu Ganti,Baik,6,681,1,1,9926
14-06-2021,FJB/9383/SBY/PL/8691,SBY9677625,VIXION,2020,11242,Rutin,Baik,Baik,1,521,1,0,11242
15-06-2021,FJB/2730/SBY/PL/6413,SBY8860441,LEXI,2020,6515,Rutin,Baik,Baik,2,900,1,0,6515
15-06-2021,FJB/6447/SBY/PL/3976,SBY2070721,LEXI,2021,196,Repair,Perlu Ganti,Baik,8,191,0,2,196
15-06-2021,FJB/1740/SBY/PL/4486,SBY3132563,ALL-NEW-AEROX,2019,13857,Rutin,Baik,Baik,2,924,2,0,6928
15-06-2021,FJB/2605/SBY/PL/3543,SBY4257459,MIO-M3 125,2021,0,Rutin,Perlu Ganti,Baik,8,0,0,0,0
15-06-2021,FJB/9132/SBY/PL/5575,SBY9378514,X-MAX-CONNEC,2021,0,Repair,Baik,Baik,1,0,0,1,0
15-06-2021,FJB/3920/SBY/PL/2950,SBY1022220,MIO,2020,11117,Repair,Kritis,Baik,12,7260,1,3,11117
15-06-2021,FJB/2213/SBY/PL/6562,SBY2495664,ALL-NEW-NMAX,2021,0,Repair,Kritis,Baik,10,0,0,3,0
16-06-2021,FJB/2797/SBY/PL/2136,SBY5764586,MIO,2019,21173,Repair,Kritis,Perlu Penyetelan,12,6132,2,3,10586
16-06-2021,FJB/9215/SBY/PL/5014,SBY8975032,LEXI,2020,8886,Jual Part,Baik,Baik,3,247,1,0,8886
16-06-2021,FJB/5884/SBY/PL/2305,SBY1204927,MIO-M3 125,2020,9004,Rutin,Baik,Baik,5,2076,1,0,9004
16-06-2021,FJB/5351/SBY/PL/4044,SBY9810142,NMAX-NEO-S,2019,16402,Kupon Gratis I (DUA),Baik,Perlu Penyetelan,4,628,2,0,8201
16-06-2021,FJB/8313/SBY/PL/5438,SBY8060081,MIO,2018,32746,Repair,Perlu Ganti,Perlu Penggantian,8,1221,3,1,10915
16-06-2021,FJB/2897/SBY/PL/3819,SBY1333121,MIO,2019,21543,Rutin,Kritis,Perlu Penyetelan,12,603,2,0,10771
16-06-2021,FJB/9183/SBY/PL/7385,SBY5241121,ALL-NEW-AEROX,2019,19222,Repair,Kritis,Perlu Penyetelan,11,1991,2,3,9611
16-06-2021,FJB/4655/SBY/PL/4968,SBY8296441,VIXION,2019,23360,Kupon Gratis I (DUA),Baik,Perlu Penyetelan,2,590,2,0,11680
16-06-2021,FJB/1390/SBY/PL/2404,SBY4309425,XSR 155,2021,0,Repair,Kritis,Baik,9,0,0,4,0
17-06-2021,FJB/1152/SBY/PL/6034,SBY7184802,ALL-NEW-AEROX,2021,0,Repair,Perlu Ganti,Baik,8,0,0,3,0
17-06-2021,FJB/2176/SBY/PL/1611,SBY7528118,ALL-NEW-AEROX,2019,17938,Repair,Perlu Ganti,Perlu Penyetelan,6,933,2,2,8969
17-06-2021,FJB/1202/SBY/PL/5209,SBY1841540,XSR 155,2020,11983,Rutin,Baik,Baik,2,1237,1,0,11983
17-06-2021,FJB/5594/SBY/PL/6286,SBY4178981,ALL-NEW-NMAX,2019,14101,Rutin,Perlu Ganti,Baik,5,2612,2,0,7050
17-06-2021,FJB/9751/SBY/PL/4436,SBY6949891,MIO-M3 125,2019,12782,Repair,Kritis,Baik,7,5300,2,3,6391
17-06-2021,FJB/5151/SBY/PL/9744,SBY9820939,MIO,2019,12584,Rutin,Baik,Baik,3,1447,2,0,6292
17-06-2021,FJB/8407/SBY/PL/6377,SBY1044850,MIO,2019,19580,Repair,Kritis,Perlu Penyetelan,10,5111,2,2,9790
18-06-2021,FJB/1236/SBY/PL/7541,SBY1458846,LEXI,2018,19411,Repair,Perlu Ganti,Perlu Penyetelan,8,425,3,3,6470
18-06-2021,FJB/8276/SBY/PL/2347,SBY3153964,NMAX-NEO-S,2021,0,Repair,Kritis,Baik,12,0,0,3,0
18-06-2021,FJB/6317/SBY/PL/9710,SBY9383291,MT-15,2021,0,Repair,Perlu Ganti,Baik,8,0,0,2,0
18-06-2021,FJB/2807/SBY/PL/1419,SBY4434609,MIO-M3 125,2021,352,Rutin,Baik,Baik,1,192,0,0,352
18-06-2021,FJB/9743/SBY/PL/6582,SBY1397500,MIO,2020,5989,Repair,Kritis,Baik,7,3624,1,1,5989
18-06-2021,FJB/2567/SBY/PL/9686,SBY2378504,FAZZIO-NEO-HY,2021,441,Rutin,Baik,Baik,4,73,0,0,441
18-06-2021,FJB/4831/SBY/PL/5821,SBY2611935,X-MAX-CONNEC,2021,0,Kupon Gratis III (TIGA),Baik,Baik,4,0,0,0,0
19-06-2021,FJB/5780/SBY/PL/8211,SBY3070991,X-MAX-CONNEC,2018,24409,Repair,Baik,Perlu Penyetelan,3,488,3,4,8136
19-06-2021,FJB/5597/SBY/PL/4318,SBY9544365,ALL-NEW-NMAX,2019,13723,Rutin,Baik,Baik,4,1703,2,1,6861
19-06-2021,FJB/5084/SBY/PL/3744,SBY6893204,LEXI,2020,6118,Jual Part,Baik,Baik,1,1243,1,0,6118
19-06-2021,FJB/2297/SBY/PL/5631,SBY3897692,MIO,2021,0,Rutin,Kritis,Baik,11,0,0,0,0
19-06-2021,FJB/5056/SBY/PL/9113,SBY4699328,ALL-NEW-AEROX,2018,23141,Rutin,Baik,Perlu Penyetelan,1,454,3,0,7713
20-06-2021,FJB/4071/SBY/PL/6914,SBY6388952,FREE-GO-S,2018,20283,Repair,Kritis,Perlu Penyetelan,9,6013,3,3,6761
20-06-2021,FJB/6676/SBY/PL/9040,SBY4447921,MIO,2019,22489,Rutin,Kritis,Perlu Penyetelan,5,4272,2,0,11244
20-06-2021,FJB/5498/SBY/PL/7462,SBY1118639,LEXI,2020,8613,Rutin,Perlu Ganti,Baik,7,2110,1,0,8613
20-06-2021,FJB/7998/SBY/PL/6739,SBY3613837,LEXI,2019,19116,Repair,Kritis,Perlu Penyetelan,11,2695,2,4,9558
20-06-2021,FJB/5551/SBY/PL/7691,SBY2664799,NMAX-NEO-S,2018,38401,Rutin,Baik,Perlu Penggantian,5,1864,3,0,12800
21-06-2021,FJB/8762/SBY/PL/7928,SBY2475477,NMAX-NEO-S,2018,25602,Repair,Perlu Ganti,Perlu Penyetelan,7,2270,3,2,8534
21-06-2021,FJB/5304/SBY/PL/4785,SBY5397567,FAZZIO-NEO-HY,2019,18055,Rutin,Baik,Perlu Penyetelan,2,871,2,0,9027
21-06-2021,FJB/4038/SBY/PL/7842,SBY4796544,XSR 155,2021,0,Repair,Perlu Ganti,Baik,7,0,0,3,0
21-06-2021,FJB/9215/SBY/PL/6095,SBY6308464,NMAX-NEO-S,2020,14886,Rutin,Perlu Ganti,Baik,7,2313,1,1,14886
21-06-2021,FJB/4918/SBY/PL/5327,SBY9331649,LEXI,2018,15533,Repair,Kritis,Perlu Penyetelan,12,7215,3,2,5177
21-06-2021,FJB/6681/SBY/PL/6648,SBY6013453,MIO-M3 125,2019,18704,Repair,Kritis,Perlu Penyetelan,11,8224,2,3,9352
21-06-2021,FJB/4365/SBY/PL/4129,SBY5092783,X-MAX-CONNEC,2020,8034,Repair,Kritis,Baik,8,5038,1,3,8034
21-06-2021,FJB/9812/SBY/PL/6622,SBY2822422,MIO,2018,17636,Repair,Kritis,Perlu Penyetelan,12,8809,3,4,5878
21-06-2021,FJB/4605/SBY/PL/2385,SBY2897769,ALL-NEW-NMAX,2019,17231,Rutin,Kritis,Perlu Penyetelan,9,1168,2,1,8615
21-06-2021,FJB/2442/SBY/PL/9796,SBY8862851,NMAX-NEO-S,2020,14750,Repair,Kritis,Baik,7,3587,1,2,14750
21-06-2021,FJB/6319/SBY/PL/1544,SBY9518516,R15,2020,13016,Jual Part,Perlu Ganti,Baik,6,1414,1,0,13016
22-06-2021,FJB/7667/SBY/PL/3543,SBY5630273,MIO-M3 125,2019,19427,Repair,Baik,Perlu Penyetelan,2,1843,2,3,9713
22-06-2021,FJB/4672/SBY/PL/9304,SBY2110733,XSR 155,2021,463,Repair,Baik,Baik,5,129,0,1,463
22-06-2021,FJB/2143/SBY/PL/1974,SBY7050356,ALL-NEW-NMAX,2018,17783,Repair,Kritis,Perlu Penyetelan,7,4924,3,2,5927
22-06-2021,FJB/1288/SBY/PL/7490,SBY5566203,ALL-NEW-AEROX,2018,38990,Repair,Perlu Ganti,Perlu Penggantian,3,2528,3,3,12996
22-06-2021,FJB/5134/SBY/PL/5265,SBY7361428,MIO-M3 125,2019,13091,Kupon Gratis I (DUA),Kritis,Baik,11,4152,2,0,6545
22-06-2021,FJB/3401/SBY/PL/2499,SBY6448733,MIO-M3 125,2019,18566,Rutin,Baik,Perlu Penyetelan,3,1041,2,0,9283
23-06-2021,FJB/3651/SBY/PL/8995,SBY3348651,ALL-NEW-NMAX,2021,369,Rutin,Perlu Ganti,Baik,7,81,0,0,369
23-06-2021,FJB/7319/SBY/PL/3387,SBY7776388,X-MAX-CONNEC,2021,82,Rutin,Baik,Baik,5,66,0,0,82
23-06-2021,FJB/1867/SBY/PL/4524,SBY5957689,LEXI,2021,465,Rutin,Baik,Baik,3,201,0,0,465
23-06-2021,FJB/7049/SBY/PL/1156,SBY6974357,NMAX-NEO-S,2020,14425,Rutin,Perlu Ganti,Baik,8,2679,1,0,14425
23-06-2021,FJB/6129/SBY/PL/6000,SBY4246295,XSR 155,2019,20082,Repair,Perlu Ganti,Perlu Penyetelan,7,293,2,3,10041
23-06-2021,FJB/7905/SBY/PL/7185,SBY8268627,MIO,2020,9961,Repair,Kritis,Baik,7,4838,1,2,9961
24-06-2021,FJB/5985/SBY/PL/1118,SBY2089564,ALL-NEW-NMAX,2020,4856,Repair,Kritis,Baik,10,1094,1,3,4856
24-06-2021,FJB/3271/SBY/PL/3834,SBY3355764,MIO,2020,10911,Rutin,Kritis,Baik,6,4659,1,0,10911
24-06-2021,FJB/4964/SBY/PL/2252,SBY1046826,LEXI,2019,9856,Rutin,Baik,Baik,5,1150,2,0,4928
24-06-2021,FJB/4291/SBY/PL/3800,SBY2180420,NMAX-NEO-S,2019,25518,Repair,Kritis,Perlu Penyetelan,10,3032,2,4,12759
25-06-2021,FJB/6146/SBY/PL/4440,SBY8876824,LEXI,2021,121,Rutin,Baik,Baik,5,73,0,0,121
25-06-2021,FJB/4208/SBY/PL/2605,SBY1210806,MT-15,2020,13917,Repair,Kritis,Baik,11,488,1,3,13917
25-06-2021,FJB/4455/SBY/PL/5329,SBY2742141,MIO,2021,296,Rutin,Kritis,Baik,12,133,0,1,296
25-06-2021,FJB/7722/SBY/PL/6712,SBY9470170,X-MAX-CONNEC,2020,13857,Rutin,Baik,Baik,1,557,1,0,13857
25-06-2021,FJB/2440/SBY/PL/6824,SBY2054765,MT-15,2019,12989,Rutin,Kritis,Baik,12,2391,2,1,6494
25-06-2021,FJB/2284/SBY/PL/3693,SBY4423686,MT-15,2019,14863,Rutin,Baik,Baik,5,1910,2,0,7431
25-06-2021,FJB/9056/SBY/PL/4589,SBY9026766,LEXI,2020,5439,Repair,Kritis,Baik,5,4097,1,2,5439
25-06-2021,FJB/4528/SBY/PL/9735,SBY6218571,ALL-NEW-AEROX,2018,36391,Rutin,Kritis,Perlu Penggantian,10,7734,3,1,12130
26-06-2021,FJB/3276/SBY/PL/9991,SBY8833776,MIO,2021,0,Repair,Kritis,Baik,9,0,0,3,0
26-06-2021,FJB/5204/SBY/PL/6073,SBY5808230,MIO,2018,19166,Repair,Kritis,Perlu Penyetelan,7,5832,3,3,6388
26-06-2021,FJB/1683/SBY/PL/7892,SBY9593193,X-MAX-CONNEC,2021,0,Rutin,Kritis,Baik,9,0,0,1,0
26-06-2021,FJB/6133/SBY/PL/2279,SBY3173393,ALL-NEW-AEROX,2021,0,Rutin,Kritis,Baik,12,0,0,0,0
27-06-2021,FJB/9142/SBY/PL/3110,SBY8704365,MIO,2018,33333,Rutin,Kritis,Perlu Penggantian,9,3358,3,0,11111
27-06-2021,FJB/2020/SBY/PL/5363,SBY4089722,VIXION,2020,10336,Rutin,Baik,Baik,1,146,1,1,10336
27-06-2021,FJB/6216/SBY/PL/4808,SBY5289606,ALL-NEW-NMAX,2019,14215,Rutin,Baik,Baik,5,393,2,1,7107
27-06-2021,FJB/3691/SBY/PL/8712,SBY7016978,ALL-NEW-AEROX,2019,24126,Repair,Baik,Perlu Penyetelan,1,271,2,1,12063
27-06-2021,FJB/6698/SBY/PL/7947,SBY1928808,ALL-NEW-NMAX,2020,7118,Kupon Gratis I (DUA),Baik,Baik,3,2128,1,0,7118
27-06-2021,FJB/7799/SBY/PL/2731,SBY3133687,ALL-NEW-AEROX,2018,35971,Repair,Kritis,Perlu Penggantian,7,4968,3,3,11990
27-06-2021,FJB/1566/SBY/PL/2261,SBY1775735,ALL-NEW-NMAX,2021,0,Rutin,Baik,Baik,4,0,0,0,0
27-06-2021,FJB/9505/SBY/PL/3307,SBY7234206,XSR 155,2018,36611,Repair,Perlu Ganti,Perlu Penggantian,5,3443,3,3,12203
28-06-2021,FJB/5475/SBY/PL/1130,SBY5306481,ALL-NEW-NMAX,2020,6890,Repair,Kritis,Baik,7,4310,1,2,6890
28-06-2021,FJB/5565/SBY/PL/9003,SBY5658495,ALL-NEW-NMAX,2020,4776,Rutin,Baik,Baik,1,1026,1,0,4776
28-06-2021,FJB/5802/SBY/PL/9315,SBY8644350,MIO-M3 125,2021,0,Repair,Kritis,Baik,9,0,0,4,0
28-06-2021,FJB/4801/SBY/PL/4421,SBY8990675,MIO,2018,19824,Rutin,Baik,Perlu Penyetelan,1,766,3,0,6608
28-06-2021,FJB/5187/SBY/PL/8725,SBY6737888,LEXI,2021,456,Repair,Kritis,Baik,12,48,0,2,456
29-06-2021,FJB/6164/SBY/PL/9575,SBY2133555,MIO-M3 125,2020,9681,Rutin,Baik,Baik,1,455,1,0,9681
29-06-2021,FJB/8015/SBY/PL/8019,SBY5403448,MT-15,2018,26145,Rutin,Baik,Perlu Penyetelan,5,1837,3,1,8715
29-06-2021,FJB/3494/SBY/PL/1706,SBY8039146,ALL-NEW-NMAX,2018,18305,Rutin,Baik,Perlu Penyetelan,2,311,3,0,6101
29-06-2021,FJB/4497/SBY/PL/4294,SBY1797621,LEXI,2018,20793,Repair,Kritis,Perlu Penyetelan,6,3741,3,4,6931
29-06-2021,FJB/6933/SBY/PL/3325,SBY6065547,LEXI,2021,136,Rutin,Baik,Baik,3,113,0,0,136
29-06-2021,FJB/1075/SBY/PL/6430,SBY5543666,FILANO-NEO,2019,17711,Repair,Baik,Perlu Penyetelan,3,1236,2,2,8855
29-06-2021,FJB/7607/SBY/PL/8388,SBY3013549,MT-15,2020,6447,Repair,Kritis,Baik,10,1498,1,3,6447
29-06-2021,FJB/6249/SBY/PL/8146,SBY4041373,NMAX-NEO-S,2019,16636,Rutin,Kritis,Perlu Penyetelan,7,6250,2,0,8318
29-06-2021,FJB/3186/SBY/PL/8088,SBY5912227,X-MAX-CONNEC,2021,253,Rutin,Baik,Baik,3,40,0,1,253
29-06-2021,FJB/7074/SBY/PL/4515,SBY9274386,MIO,2020,9540,Rutin,Baik,Baik,2,139,1,0,9540
29-06-2021,FJB/7977/SBY/PL/9980,SBY1945397,ALL-NEW-NMAX,2019,11336,Repair,Kritis,Baik,12,958,2,2,5668
29-06-2021,FJB/1669/SBY/PL/9078,SBY8504316,MIO,2020,5470,Kupon Gratis I (DUA),Perlu Ganti,Baik,4,3290,1,1,5470
30-06-2021,FJB/5087/SBY/PL/3064,SBY7142483,FILANO-NEO,2021,371,Rutin,Kritis,Baik,9,217,0,0,371
